C,0.153,0.15,0.086,0.083,0.079,0.082,0.082,0.086,0.082,0.083,0.089,0.086,977 [Test]
,0.093,0.091,0.085,0.084,0.08,0.082,0.082,0.089,0.081,0.082,0.088,0.086,900 [Ref]
,0.329,0.328,0.002,-0.008,-0.004,-0.001,-0.001,-0.016,0.008,0.004,0.003,-0.002,Pathlength
,0.64,1.029,0.092,0.09,0.089,0.09,0.09,0.1,0.091,0.093,0.097,0.093,562
,1.944,3.14,41.445,-11.533,-20.07,-162.9,-162.36,-6.176,10.956,23.966,34.74,-55.86,Corrected [562]
D,0.149,0.149,0.151,0.152,0.151,0.146,0.144,0.146,0.146,0.149,0.15,0.147,977 [Test]
,0.089,0.089,0.091,0.093,0.092,0.087,0.086,0.088,0.087,0.089,0.09,0.089,900 [Ref]
,0.335,0.335,0.329,0.328,0.33,0.328,0.318,0.319,0.323,0.331,0.332,0.323,Pathlength
,0.468,0.518,0.93,0.829,0.897,0.895,0.879,0.313,0.256,0.287,0.259,0.248,562
,1.397,1.547,2.826,2.523,2.717,2.732,2.762,0.982,0.792,0.87,0.781,0.767,Corrected [562]
E,0.149,0.148,0.15,0.16,0.149,0.15,0.146,0.082,0.083,0.084,0.087,0.085,977 [Test]
,0.09,0.088,0.093,0.104,0.091,0.092,0.09,0.083,0.083,0.085,0.088,0.086,900 [Ref]
,0.33,0.329,0.316,0.315,0.324,0.323,0.315,-0.006,0,-0.004,-0.005,-0.004,Pathlength
,0.291,0.232,2.234,2.344,2.903,1.867,2.077,0.091,0.09,0.091,0.096,0.093,562
,0.881,0.705,7.067,7.441,8.947,5.783,6.594,-16.398,?????,-20.475,-19.18,-23.914,Corrected [562]
F,0.145,0.137,0.084,0.083,0.08,0.083,0.081,0.078,0.083,0.083,0.085,0.086,977 [Test]
,0.093,0.089,0.085,0.083,0.079,0.084,0.082,0.08,0.081,0.083,0.085,0.087,900 [Ref]
,0.286,0.269,-0.003,0.002,0.004,-0.006,-0.007,-0.008,0.007,0,0,-0.006,Pathlength
,0.199,0.202,0.09,0.093,0.089,0.093,0.088,0.089,0.091,0.09,0.092,0.094,562
,0.695,0.75,-27,41.76,22.86,-15.218,-13.26,-11.443,12.655,?????,?????,-16.92,Corrected [562]
G,0.134,0.14,0.084,0.083,0.079,0.081,0.082,0.08,0.081,0.084,0.083,0.077,977 [Test]
,0.085,0.09,0.085,0.081,0.081,0.081,0.083,0.079,0.079,0.084,0.084,0.079,900 [Ref]
,0.271,0.274,-0.005,0.008,-0.012,-0.002,-0.003,0.003,0.011,0.003,-0.006,-0.01,Pathlength
,0.138,0.142,0.091,0.093,0.091,0.09,0.09,0.089,0.09,0.092,0.09,0.09,562
,0.511,0.519,-18.26,11.944,-7.766,-53.88,-32.436,26.85,8.082,33.048,-14.678,-8.99,Corrected [562]
H,0.138,0.129,0.099,0.082,0.08,0.086,0.081,0.082,0.08,0.084,0.088,0.083,977 [Test]
,0.086,0.084,0.102,0.081,0.081,0.087,0.082,0.083,0.081,0.087,0.09,0.086,900 [Ref]
,0.286,0.253,-0.017,0.001,-0.007,-0.008,-0.007,-0.004,-0.006,-0.016,-0.008,-0.014,Pathlength
,0.088,0.086,0.111,0.089,0.088,0.094,0.091,0.091,0.091,0.092,0.095,0.094,562
,0.307,0.339,-6.666,160.92,-13.23,-11.304,-12.655,-23.297,-14.956,-5.741,-11.388,-6.797,Corrected [562]
