C,0.084,0.084,0.082,0.085,0.08,0.08,0.081,0.079,0.081,0.083,0.083,0.083,977 [Test]
,0.085,0.086,0.084,0.087,0.078,0.081,0.081,0.079,0.08,0.082,0.083,0.084,900 [Ref]
,-0.006,-0.009,-0.006,-0.012,0.013,-0.004,-0.002,0.001,0.009,0.006,0,-0.003,Pathlength
,0.091,0.091,0.089,0.092,0.089,0.09,0.089,0.089,0.09,0.093,0.09,0.089,562
,-14.842,-10.294,-14.613,-7.519,6.675,-20.205,-40.005,80.19,9.519,15.169,?????,-32.04,Corrected [562]
D,0.086,0.083,0.083,0.083,0.083,0.08,0.079,0.082,0.083,0.083,0.086,0.083,977 [Test]
,0.087,0.084,0.084,0.084,0.083,0.083,0.081,0.083,0.083,0.084,0.087,0.084,900 [Ref]
,-0.005,-0.004,-0.005,-0.003,0.001,-0.016,-0.012,-0.004,0,-0.004,-0.007,-0.006,Pathlength
,0.093,0.09,0.091,0.09,0.089,0.089,0.09,0.09,0.091,0.09,0.093,0.09,562
,-18.54,-23.066,-18.12,-27,160.56,-5.696,-7.706,-20.182,?????,-23.091,-13.89,-16.128,Corrected [562]
E,0.085,0.086,0.083,0.083,0.081,0.081,0.078,0.083,0.083,0.084,0.086,0.09,977 [Test]
,0.086,0.086,0.084,0.084,0.082,0.083,0.079,0.083,0.084,0.085,0.087,0.092,900 [Ref]
,-0.006,-0.002,-0.002,-0.004,-0.008,-0.008,-0.006,-0.003,-0.004,-0.004,-0.006,-0.008,Pathlength
,0.092,0.093,0.09,0.09,0.09,0.091,0.088,0.089,0.09,0.092,0.094,0.099,562
,-16.56,-41.85,-40.32,-20.205,-11.533,-10.956,-15.84,-26.7,-23.091,-20.633,-16.956,-11.856,Corrected [562]
F,0.088,0.084,0.084,0.082,0.08,0.081,0.084,0.094,0.083,0.084,0.085,0.084,977 [Test]
,0.089,0.086,0.084,0.082,0.079,0.081,0.084,0.093,0.083,0.084,0.085,0.085,900 [Ref]
,-0.003,-0.011,-0.005,-0.002,0.008,-0.002,-0.002,0.005,0.003,0.001,-0.002,-0.009,Pathlength
,0.096,0.094,0.09,0.091,0.089,0.09,0.091,0.105,0.091,0.091,0.093,0.092,562
,-28.83,-8.424,-18.04,-54.6,11.507,-54.24,-54.78,20.96,32.796,82.26,-55.56,-10.327,Corrected [562]
G,0.081,0.083,0.084,0.084,0.077,0.082,0.082,0.082,0.087,0.084,0.09,0.081,977 [Test]
,0.082,0.086,0.085,0.082,0.079,0.081,0.083,0.081,0.086,0.083,0.09,0.082,900 [Ref]
,-0.008,-0.013,-0.007,0.009,-0.009,0.001,-0.003,0.004,0.002,0.001,0.002,-0.005,Pathlength
,0.091,0.093,0.091,0.092,0.09,0.089,0.09,0.091,0.096,0.091,0.096,0.093,562
,-10.956,-7.302,-12.558,9.709,-9.572,161.1,-32.292,20.565,43.2,81.72,57.42,-18.62,Corrected [562]
H,0.086,0.078,0.084,0.081,0.079,0.081,0.08,0.082,0.08,0.083,0.084,0.079,977 [Test]
,0.085,0.081,0.087,0.081,0.081,0.083,0.082,0.083,0.081,0.085,0.085,0.081,900 [Ref]
,0.004,-0.015,-0.018,-0.002,-0.011,-0.009,-0.009,-0.008,-0.008,-0.014,-0.006,-0.013,Pathlength
,0.093,0.089,0.094,0.089,0.089,0.089,0.091,0.091,0.091,0.092,0.089,0.091,562
,20.903,-5.947,-5.31,-40.185,-8.394,-10.057,-10.249,-11.661,-11.661,-6.624,-14.564,-6.803,Corrected [562]
